pair_id,query_id,product_id,raw_response,gpt_score,rationale,parse_status,model_label,run_date,relevance,query,title,brand
89520_B0001LUG2K,89520,B0001LUG2K,"{""score"": 2, ""rationale"": ""Poker chips are not sabacc chips but could serve as a generic chip substitute.""}",2,Poker chips are not sabacc chips but could serve as a generic chip substitute.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:32:53.986418+00:00,0,sabacc chips,100 Ct. Poker Chips Set 11.5 gram (styles will vary),"Spin Master, Inc"
45211_B01LD5XNTU,45211,B01LD5XNTU,"{""score"": 3, ""rationale"": ""The lamp is marketed as a gift and clearly states batteries are not included, matching the query.""}",3,"The lamp is marketed as a gift and clearly states batteries are not included, matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:36:23.441809+00:00,0,gift not included batteries,Cirkooh Sport Soccer Football 3D Optical Illusion Lamp 7 Colors Change Remote Control and Touch Button LED Table Desk Night Light for Bedroom Decoration,Cirkooh
111753_B011B4UX5U,111753,B011B4UX5U,"{""score"": 0, ""rationale"": ""The product is a proportioning valve knob, not a pressure gauge.""}",0,"The product is a proportioning valve knob, not a pressure gauge.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:39:10.806193+00:00,1,wilwood pressure guage,Wilwood Engineering 260-12627 Adjacent Proportioning Valve Knob Style (M10 x 1.0 BF inlet),Wilwood Engineering
66391_B079K31W9R,66391,B079K31W9R,"{""score"": 1, ""rationale"": ""The item is a noise‑free bed frame, not a mattress, so it’s an accessory rather than the requested product.""}",1,"The item is a noise‑free bed frame, not a mattress, so it’s an accessory rather than the requested product.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:42:21.322538+00:00,1,matress no sound,"Zinus 14 Inch SmartBase Mattress Foundation, Platform Bed Frame, Box Spring Replacement, Quiet Noise-Free, Maximum Under-bed Storage in Industrial Brown, Queen",Zinus
62480_B07JZ56HL7,62480,B07JZ56HL7,"{""score"": 3, ""rationale"": ""The product is a small, lightweight wall‑hanging mirror that directly matches the query.""}",3,"The product is a small, lightweight wall‑hanging mirror that directly matches the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:45:52.976565+00:00,1,lightweight mirror for wall,"Dahey Gold Hexagon Mirror Wall Decor Small Decorative Mirror Hanging Mirrors for Wall Home Bathroom Bedroom Living Room, 11.81""X10.24"", Small, Gold",Dahey
694_B003W0JWCC,694,B003W0JWCC,"{""score"": 0, ""rationale"": ""The product is popcorn seasoning, not a butter or herb spread the query seeks.""}",0,"The product is popcorn seasoning, not a butter or herb spread the query seeks.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:47:33.308152+00:00,0,1 cant believe its not butter and herb,Amish Country Popcorn | Ballpark ButterSalt Popcorn Salt - 4.5 oz Jar | Old Fashioned with Recipe Guide (4.5 oz Jar),Amish Country Popcorn
20080_B0006ZH782,20080,B0006ZH782,"{""score"": 0, ""rationale"": ""The product is an envelope, while the query seeks brown notecards without envelopes.""}",0,"The product is an envelope, while the query seeks brown notecards without envelopes.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:51:12.594241+00:00,1,brown notecards without envelopes,"Quality Park 6 x 9 Clasp Envelopes, Clasp and Gummed Closures for Storing or Mailing, 28 lb Kraft Paper, 100 per Box (QUA37855)",Quality Park
17677_B082M4GL4X,17677,B082M4GL4X,"{""score"": 2, ""rationale"": ""The item is blush-colored wall art, matching part of the query, but lacks the grey element requested.""}",2,"The item is blush-colored wall art, matching part of the query, but lacks the grey element requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:54:02.176777+00:00,3,blush and grey wall decor,yj_art Blush Pink Flower Picture Wall Art Decor Canvas Wall Art Print Floral Paintings Decoration for Bedroom Living Room (Overall Size: 40''W x 20''H),yj_art
89108_B01IRCAUXO,89108,B01IRCAUXO,"{""score"": 2, ""rationale"": ""The product is a living‑room rug but its dimensions are 8 × 11, not the requested 8 × 10 clearance size.""}",2,"The product is a living‑room rug but its dimensions are 8 × 11, not the requested 8 × 10 clearance size.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:56:37.620701+00:00,2,rugs for living room 8x10 clearance,Persian Area Rugs 4620 Cream 8 x 11 Area Rugs,Persian Area Rugs
16318_B07MY2MSMH,16318,B07MY2MSMH,"{""score"": 2, ""rationale"": ""It's a splatter shirt but not explicitly black and white, so only a plausible substitute.""}",2,"It's a splatter shirt but not explicitly black and white, so only a plausible substitute.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:59:35.142914+00:00,3,black and white paint splatter shirt,Marvel The Punisher White Ink Splatter Skull Logo T-Shirt,Marvel
81992_B06XTKM2GJ,81992,B06XTKM2GJ,"{""score"": 1, ""rationale"": ""The item is a tensioner/cutter accessory for poly strapping, not the strap itself.""}",1,"The item is a tensioner/cutter accessory for poly strapping, not the strap itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:03:18.524463+00:00,1,poly strapping,"Poly Strapping Tensioner & Cutter Manual Banding Tools Windlass for 1/2"" -3/4"" Width Polyester Polyproplyn Strap",Gresdent
43968_B08BNNCH1D,43968,B08BNNCH1D,"{""score"": 1, ""rationale"": ""The product is a protective case, an accessory for the Galaxy Note 20, not the phone itself.""}",1,"The product is a protective case, an accessory for the Galaxy Note 20, not the phone itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:06:42.272064+00:00,1,galaxy note 20,"Vapesoon Galaxy Note 20 Waterproof Case, Protective Clear Cover with Built-in Screen Protector, IP68 Waterproof Shockproof Case for Samsung Galaxy Note 20 6.7 Inch (Black)",VAPESOON
7475_B01MZ4LZ30,7475,B01MZ4LZ30,"{""score"": 1, ""rationale"": ""Airplane-shaped glider toys can be used as party fillers, but they are not actual airplane pinatas.""}",1,"Airplane-shaped glider toys can be used as party fillers, but they are not actual airplane pinatas.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:10:25.006314+00:00,1,airplane pinatas for birthday party,"Bulk Party Favors 8"" Glider Planes Fighter Jets - Fun Toys - Pk of 24 Gliders - Foam Glider Airplane - Fun Gift, Party Favors, Stocking Stuffer, Goody Bag Fillers, Carnival Prizes, Pinata Filler",Neliblu
3450_B08512NLJ7,3450,B08512NLJ7,"{""score"": 3, ""rationale"": ""Product is a heat pump split system with 2‑3 ton capacity, directly matching the 3 ton query.""}",3,"Product is a heat pump split system with 2‑3 ton capacity, directly matching the 3 ton query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:14:14.388761+00:00,3,3 ton heat pump split system,2 to 3 Ton 20 SEER Variable Speed MrCool Universal Central Heat Pump Split System - Upflow/Horizontal with Quick Connect Lineset - 15 Feet,MRCOOL COMFORT MADE SIMPLE
109752_B00UM4E0VE,109752,B00UM4E0VE,"{""score"": 0, ""rationale"": ""The item is a dress, not lingerie or warrior-themed apparel.""}",0,"The item is a dress, not lingerie or warrior-themed apparel.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:16:42.657638+00:00,0,warrior lingerie,"Leg Avenue Women's SM High Low Peasant Dress, Ivory, Small/Medium",Leg Avenue
52588_B07C5R1P7Y,52588,B07C5R1P7Y,"{""score"": 3, ""rationale"": ""Exact match: ice cream themed 4T toddler shirt.""}",3,Exact match: ice cream themed 4T toddler shirt.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:19:21.055298+00:00,3,ice cream 4t shirt,Mother Goose Club Toddler T-Shirt - Ice Cream Clothing for Kids with Eep The Mouse (4T),Mother Goose Club
92006_B086BLX1B4,92006,B086BLX1B4,"{""score"": 1, ""rationale"": ""The item is an accessory set for a sex machine, not the machine itself.""}",1,"The item is an accessory set for a sex machine, not the machine itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:22:04.281359+00:00,3,sex machine,"LUYOUKISS Adult Mǎstùrbator Machine Gun Accessories, G-Spõ'T V-Î-Brâtor Massage S·ê·x Machine Gun Accessories Variety of Optional Toy Accessories",LUYOUKISS
21309_B08LMJVKYW,21309,B08LMJVKYW,"{""score"": 2, ""rationale"": ""It's a ceiling fan but lacks the cage feature requested.""}",2,It's a ceiling fan but lacks the cage feature requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:25:17.837136+00:00,3,caged ceiling fans,"Luxury Modern Farmhouse Indoor Ceiling Fan, Small Size: 18.1""H x 23.5""W, with Modern Style Elements, Charcoal Finish, UHP9031 from The Adelaide Collection by Urban Ambiance",Urban Ambiance
42856_B00PUPNEPS,42856,B00PUPNEPS,"{""score"": 3, ""rationale"": ""The bag is explicitly a Disney Frozen Elsa themed product, directly matching the query.""}",3,"The bag is explicitly a Disney Frozen Elsa themed product, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:28:25.059423+00:00,3,frozen theme,Disney Frozen Elsa Blue Adjustable Strap Messenger Shoulder Cross Purse Bag,
2658_B076DKND6Z,2658,B076DKND6Z,"{""score"": 3, ""rationale"": ""The product is a double (2‑seat) stroller, directly matching the query.""}",3,"The product is a double (2‑seat) stroller, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:31:16.089566+00:00,3,2 seat stroller,"Jeep Scout Double Stroller by Delta Children, Spot On , 23.4x29.9x37 Inch (Pack of 1)",Delta Children
110997_B07M5H81GK,110997,B07M5H81GK,"{""score"": 2, ""rationale"": ""The product is a women's cami tank top but its color is unspecified, so it may not meet the specific white requirement.""}",2,"The product is a women's cami tank top but its color is unspecified, so it may not meet the specific white requirement.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:32:57.429156+00:00,3,white cami tank tops for women,"Hanes Women's Cami 3-Pack, Assorted, Medium",Hanes
93654_B07QF2Q81H,93654,B07QF2Q81H,"{""score"": 1, ""rationale"": ""The product is a Simple Modern straw lid accessory, not the water bottle itself.""}",1,"The product is a Simple Modern straw lid accessory, not the water bottle itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:36:45.641110+00:00,1,simple modern straw lid water bottle,"Simple Modern Insulated Straw Lid - Fits All Summit and Hydro Flask Wide Mouth Water Bottle Sizes - Insulated Splash Proof Cap for 10, 12, 14, 16, 18, 20, 22, 24, 32, 40, 64 & 84 oz - Midnight Black",Simple Modern
42627_B07D1RJ91J,42627,B07D1RJ91J,"{""score"": 2, ""rationale"": ""Generic scissors are a plausible substitute but not the specific Fridababy brand requested.""}",2,Generic scissors are a plausible substitute but not the specific Fridababy brand requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:39:47.910043+00:00,2,fridababy scissors,"CCR Scissors 8 Inch Soft Comfort-Grip Handles Sharp Titanium Blades, 2-Pack",CCR
99896_B07DH4B8JV,99896,B07DH4B8JV,"{""score"": 1, ""rationale"": ""The item is a knife with a clip attachment, not the specific pocket clip queried.""}",1,"The item is a knife with a clip attachment, not the specific pocket clip queried.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:42:58.501096+00:00,2,swissqlip deep carry pocket clip,Folding Utility Knife Men's Gift | Pocket Knife Set for Him Box Cutter Folding Work Knife | Heavy Duty W/ Belt Clip,Holtzman's Gorilla Survival
40285_B00ELLCK4I,40285,B00ELLCK4I,"{""score"": 2, ""rationale"": ""The product is a Procapil‑based fill‑in powder but the color is black, not the requested medium brown.""}",2,"The product is a Procapil‑based fill‑in powder but the color is black, not the requested medium brown.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:47:15.308738+00:00,2,fill in powder with procapil medium brown,Cover Your Gray Fill In Powder - Black (Pack of 3),Cover Your Gray
77486_B07B5T3PPQ,77486,B07B5T3PPQ,"{""score"": 1, ""rationale"": ""The silicone band is an accessory that could complement a Panerai watch, but not the watch itself.""}",1,"The silicone band is an accessory that could complement a Panerai watch, but not the watch itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:50:40.785427+00:00,2,panerai watches outfit,22mm Pumpkin Orange / Black - BARTON Elite Silicone Watch Bands - Quick Release - Choose Strap Color & Width,BARTON WATCH BANDS
32773_B08BYMTMK4,32773,B08BYMTMK4,"{""score"": 1, ""rationale"": ""The item is only devil accessories (tail and pitchfork), not a full costume, so it serves as a complement.""}",1,"The item is only devil accessories (tail and pitchfork), not a full costume, so it serves as a complement.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:54:26.173741+00:00,1,devil costume for women,2 Pieces Halloween Devil Costume Accessories Devil Tail Devil Pitchfork Devil Cosplay Costume Accessories for Halloween Cosplay Party,Sumind
32164_B07L5TPLKZ,32164,B07L5TPLKZ,"{""score"": 0, ""rationale"": ""The product is a breathing trainer, not a portable defibrillator.""}",0,"The product is a breathing trainer, not a portable defibrillator.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:55:11.368116+00:00,0,defribilator portable,Breather Fit │Natural Breathing Lung Recovery/Exercising Muscle Trainer for Athletes│ The Ultimate Lung Exercise Device,Breather Fit
54511_B07DC877RF,54511,B07DC877RF,"{""score"": 0, ""rationale"": ""The product is music unrelated to iPhone skills.""}",0,The product is music unrelated to iPhone skills.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:58:43.562869+00:00,0,iphone skills,Relaxing Piano Music,TopNotch Skills
1607_B0814FZTRC,1607,B0814FZTRC,"{""score"": 0, ""rationale"": ""Product includes a male connector, while query seeks a bent burner without connector""}",0,"Product includes a male connector, while query seeks a bent burner without connector",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T16:59:46.011468+00:00,3,10mm oil burner bent without connector,DEVAN S Shape Oil Burner 10mm Male Frosty Joint (5),DEVAN
98164_B00OFO1CI6,98164,B00OFO1CI6,"{""score"": 0, ""rationale"": ""The product is a spark plug, not a fuel filter for the TS800.""}",0,"The product is a spark plug, not a fuel filter for the TS800.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T17:04:13.075638+00:00,1,stihl ts800 fuel filter,HIFROM Spark Plug for stihl MS250 MS230 Ms340 Ms360 Ms380 Ms381 Ms390 Ms440 Ms460 Ms640 Ms650 Ms660 020 021 023 024 025 026 034 036 038 039 044 046 064 066 Ts400 Ts410 Ts420 Ts700 Ts800 Chainsaw,HIFROM
1665_B00WTSCXIS,1665,B00WTSCXIS,"{""score"": 2, ""rationale"": ""The product is a 10‑inch cast iron skillet but includes a handle, not matching the 'without handle' requirement.""}",2,"The product is a 10‑inch cast iron skillet but includes a handle, not matching the 'without handle' requirement.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T17:05:27.427005+00:00,2,10” cast iron skillet without handle,"Lodge Cast Iron Skillet with Red Silicone Hot Handle Holder, 10.25-inch",Lodge
63025_B00513BH58,63025,B00513BH58,"{""score"": 3, ""rationale"": ""Product is Liu Wei Di Huang pills, directly matching the query.""}",3,"Product is Liu Wei Di Huang pills, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T17:08:43.620893+00:00,1,liu wei di huang pian,Liu Wei Di Huang Wan Herbal Supplement (360 pills) (1 Bottle) (Solstice),Tong Ren Tang Technologies Co. LTD.
46208_B0155MYI0U,46208,B0155MYI0U,"{""score"": 1, ""rationale"": ""The product is a GoPro accessory, not the GoPro camera itself.""}",1,"The product is a GoPro accessory, not the GoPro camera itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T17:10:49.927633+00:00,1,go pro,"GoWorx The Original Handle for GoPro HERO cameras (One Size, Black/Black)",GOWORX
31182_B07J5WGR4J,31182,B07J5WGR4J,"{""score"": 3, ""rationale"": ""Product is a shoes-and-pedals combo explicitly supporting SPD SL, directly matching the query.""}",3,"Product is a shoes-and-pedals combo explicitly supporting SPD SL, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T17:13:05.093684+00:00,3,cycling shoes pedals combo spd sl,"Venzo Cycling Bicycle Cycle Road Bike Shoes Men - Compatible with Shimano SPD, SPD SL, Look KEO, Look Delta - Package Including: Xpedo RF07MC Pedals White 41",Venzo
81686_B07TKZCSMW,81686,B07TKZCSMW,"{""score"": 2, ""rationale"": ""It's a women's tote bag, not the smaller pocketbook the query seeks.""}",2,"It's a women's tote bag, not the smaller pocketbook the query seeks.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T17:15:33.434636+00:00,2,pocketbooks for women,"Calvin Klein Sonoma Reversible Novelty North/South Tote, TAN COMBO",Calvin Klein
97201_B07RYTPZ7Q,97201,B07RYTPZ7Q,"{""score"": 0, ""rationale"": ""The item is a metal chair, not a square metal table, and does not match the color or type requested.""}",0,"The item is a metal chair, not a square metal table, and does not match the color or type requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T17:18:43.540123+00:00,1,square metal tables for restaurants blue,"FDW Metal Dining Chairs Set of 4 Indoor Outdoor Chairs Patio Chairs Metal Chairs 18 Inch Seat Height Restaurant Chair Kitchen Chairs 330LBS Weight Capacity Stackable Chair Tolix Side Bar Chairs,Gray",FDW
111753_B010U5SDBM,111753,B010U5SDBM,"{""score"": 0, ""rationale"": ""The product is a proportioning valve, not a pressure gauge as requested.""}",0,"The product is a proportioning valve, not a pressure gauge as requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T17:21:33.825840+00:00,3,wilwood pressure guage,"Wilwood 260-13190 Proportioning Valve, Black",Wilwood
32966_B072BRWGR6,32966,B072BRWGR6,"{""score"": 2, ""rationale"": ""It's a women's engagement ring with diamonds, but the main stone is sapphire, not a pure diamond ring.""}",2,"It's a women's engagement ring with diamonds, but the main stone is sapphire, not a pure diamond ring.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T17:25:37.199514+00:00,2,diamond engagement rings for women,"Gem Stone King 10K 2-Tone Gold Oval Blue Sapphire and Diamond Women Halo Engagement Ring (2.50 Cttw, Oval 9X7MM, Available 5,6,7,8,9) (Size 7)",Gem Stone King
